Resource,Region,Start Date,End Date,Days,Currency,Quantity,Osr Eligible Cost,Cost,Month-31,Year
ocid1.filesystem.oc1.eu_milan_1.aaaaaaaaaaabfbxcnruw4llqojxwiotfouww22lmmfxc2mjnmfsc2mia,eu-milan-1,09/17/2025,09/17/2025,1,ILS,  0.1532,  0.1645,  0.1645,        5,       60
ocid1.bootvolume.oc1.eu-frankfurt-1.abtheljscwox6f52zggs5rnj4aag7ubffpupmjqqk4w6qus3trnvvfkpfqdq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS, 12.1976,  0.1686,  0.1686,        5,       62
ocid1.autonomousdatabase.oc1.eu-frankfurt-1.antheljsyvkqliqaj3omrei3yvmr63obum4wbp6yufwldnyxpfep3alkax4q,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.4619,  0.1713,  0.1713,        5,       63
dbbackupfra/bNSwwMe0nlW9DQEcH4Fe,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  1.8896,  0.1724,  0.1724,        5,       63
ocid1.instance.oc1.eu-frankfurt-1.antheljrttkvkkichjn5m4nm2v3pnntvvqarhycbuvecu25i6bxbq6vk62wq:ocid1.workloadprotectionagent.oc1.eu-frankfurt-1.antheljrttkvkkialvc4ludhjozdmqlh4pxmawzuhbamt2t6jlb27acinjha,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  7.0000,  0.1728,  0.1728,        5,       63
ocid1.image.oc1.eu-frankfurt-1.aaaaaaaakyqivon36elvw2bjv6qxvbxylwncbtktsfeujbnrmvv3bixchrha,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  1.9153,  0.1748,  0.1748,        5,       64
ocid1.autonomousdatabase.oc1.eu-frankfurt-1.antheljsttkvkkiagl46w73azz34cr4rzkhendn73oqlz5l55mzinv3hyrya,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS, 30.5022,  0.1749,  0.1749,        5,       64
ocid1.image.oc1.eu-frankfurt-1.aaaaaaaappzkqvhrhmpvipkv7voqlcmfchdala6es4bqkttufmtsw6h6vj4a,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  1.9355,  0.1766,  0.1766,        5,       64
ocid1.blockvolumereplica.oc1.eu-frankfurt-1.abtheljsn3cus2mdsroj73khirz2qucj3pzjxmbmelm4swfyja5rt6te3cna,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  2.0161,  0.1840,  0.1840,        6,       67
ocid1.bootvolume.oc1.eu-frankfurt-1.abtheljrutrbmb2mjeaeczchw6brlnkhldkpaekqkqklaa7ngiep5vz26z5q,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS, 13.3065,  0.1840,  0.1840,        6,       67
ocid1.bootvolume.oc1.eu-frankfurt-1.abtheljsilkizpbjqsrp2ptupy7tjh75cfstnjwfvlkxxnia7vfw5qt3ryla,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS, 13.3065,  0.1840,  0.1840,        6,       67
ocid1.bootvolume.oc1.eu-frankfurt-1.abtheljrdd42vkq2gbrwhdsevs7jbhbfxwird7ijafajtfjmgddlqfqs2ota,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS, 13.3065,  0.1840,  0.1840,        6,       67
ocid1.bootvolume.oc1.eu-frankfurt-1.abtheljtp6mhvqwbbrtoebokvgfga56bio3k6b2botw3gbmjg25pdlngxsba,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS, 13.3065,  0.1840,  0.1840,        6,       67
ocid1.bootvolume.oc1.eu-frankfurt-1.abtheljtigp7nfjlsynz7ilktoqr4x2rhwi52v2ln3y44azr46ksyc4isqcq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS, 13.3065,  0.1840,  0.1840,        6,       67
ocid1.instance.oc1.eu-frankfurt-1.antheljrttkvkkiclqcyee4iggvaizonab7iexfuyqzfuvjx7cqakmim7dda:ocid1.workloadprotectionagent.oc1.eu-frankfurt-1.antheljrttkvkkiaasj4vuprm7zsmoedmknmatk7wbrveokx563peylkbsha,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  8.0000,  0.1975,  0.1975,        6,       72
ocid1.instance.oc1.eu-milan-1.anwgsljrttkvkkic5fixtnzsip3r2yyf76iqzsg23lypod3v2yieyyd7qyba:ocid1.workloadprotectionagent.oc1.eu-milan-1.anwgsljrttkvkkiapti4e7luzwgivdtpodzmoyjyk3nnfv244wdqzif246fq,eu-milan-1,09/17/2025,09/17/2025,1,ILS,  8.0000,  0.1975,  0.1975,        6,       72
ocid1.instance.oc1.eu-frankfurt-1.antheljrttkvkkichfgdx7jtpfx7eychn43ttdjtylgxxnjgqtwhguzbaybq:ocid1.workloadprotectionagent.oc1.eu-frankfurt-1.antheljsttkvkkiaheq4asq5z7wl22bqqxxus7coxlbhg4trwfgglkgicraa,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  8.0000,  0.1975,  0.1975,        6,       72
ocid1.instance.oc1.eu-frankfurt-1.antheljrttkvkkic2xfrmgntzqtnsg7dq3rimvbi4xiodbe273k6ror6z5la:ocid1.workloadprotectionagent.oc1.eu-frankfurt-1.antheljtttkvkkiacevowf5gfbzcw2quwyweswdqgboz3oedqjcdjco72uda,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  8.0000,  0.1975,  0.1975,        6,       72
ocid1.image.oc1.eu-frankfurt-1.aaaaaaaaggjvq776sijd2mo33gr5tvkjtcblmr2loq32ibwclvtm5x3uupra,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  2.2782,  0.2079,  0.2079,        6,       76
ocid1.instance.oc1.eu-frankfurt-1.antheljtttkvkkicdxo3ucmgl4nx7s45yronifgvb4d3nstit3nmysdaax6a,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS, 21.9247,  0.2129,  0.2129,        7,       78
ocid1.volume.oc1.eu-frankfurt-1.abtheljs47mjlznf2qsgwracuweacqskhvsaq2ojuforboq7auurroclv6dq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS, 21.1694,  0.2146,  0.2146,        7,       78
ocid1.loadbalancer.oc1.eu-frankfurt-1.aaaaaaaalrfkxwjlo7ma5jvwzddpgeoluorc2iabhogbnkcriq7uwqt6mukq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,312.8778,  0.2361,  0.2361,        7,       86
ocid1.volume.oc1.eu-frankfurt-1.abtheljsj6kqcsxedk7qhand3ytmshgnee4uqxysql4zkpwzvtkcwalelyiq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS, 17.7419,  0.2453,  0.2453,        8,       90
ocid1.bootvolume.oc1.eu-frankfurt-1.abtheljrdallzybrfvdikcjjdhug4kzpvqk2koovdtoaqs45foxtgj2buizq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS, 17.7419,  0.2453,  0.2453,        8,       90
ocid1.loadbalancer.oc1.eu-frankfurt-1.aaaaaaaaomqbbbq7x77n7u5kys2x6khlk2ff4dan7xq4577tpmzd4hnuxcra,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,325.3394,  0.2455,  0.2455,        8,       90
ocid1.loadbalancer.oc1.eu-frankfurt-1.aaaaaaaao3wm2rezom5xuuifru6uqo4i4n5w7ahxe5ecgdoazv3bywfutita,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,325.3450,  0.2455,  0.2455,        8,       90
ocid1.mysqlinstance.oc1.phx.abyhqljte7imsf5itzf5z446gdlbanbpn3pqlicfk6rkdcfmmi6dporz56vq,us-phoenix-1,09/17/2025,09/17/2025,1,ILS,  2.0161,  0.2886,  0.2886,        9,      105
ocid1.mysqlinstance.oc1.iad.abuwcljsvrqfzn63iknciodxqjsk4gfhjukt3jysqckjxgf5njbba7xhhduq,us-ashburn-1,09/17/2025,09/17/2025,1,ILS,  2.0161,  0.2886,  0.2886,        9,      105
ocid1.mysqlinstance.oc1.me-jeddah-1.abvgkljrh22sbmcrenok5s5iqyiwqb5iaxolzdnjth43eb2hljfmzx4rwwya,me-jeddah-1,09/17/2025,09/17/2025,1,ILS,  2.0161,  0.2886,  0.2886,        9,      105
ocid1.volume.oc1.eu-frankfurt-1.abtheljrv537zyfsv7fuoe5w6m4iyrna2ajob7alno7th5ugllj4i2rrf4ya,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS, 21.5121,  0.2974,  0.2974,        9,      109
ocid1.loadbalancer.oc1.eu-frankfurt-1.aaaaaaaafthibqkmdold4aowurehrczpg3ewjqyuks7sirbfydrd6xsyanla,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,263.5461,  0.3014,  0.3014,        9,      110
ocid1.loadbalancer.oc1.eu-frankfurt-1.aaaaaaaac7jfu3fk6luev2p6drolifsk3i2uedkd7zulc3pjirfsh3vmkcaa,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,263.8161,  0.3017,  0.3017,        9,      110
ocid1.loadbalancer.oc1.eu-frankfurt-1.aaaaaaaa75gckhxrmiwuu2f4ydaf4owatle3qxlavcjcn54p6ftpgioxle7q,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,264.3342,  0.3023,  0.3023,        9,      110
ocid1.bootvolume.oc1.uk-london-1.abwgiljsieohoypyfpuq5ur6dtalrukfuh66uprt4oq64v65fmvslxkvhlhq,uk-london-1,09/17/2025,09/17/2025,1,ILS, 22.1774,  0.3066,  0.3066,       10,      112
ocid1.bootvolume.oc1.eu-frankfurt-1.abtheljrrhmwatnnj26nf5aysl7i5qz4cgif3y5gg2kx67n3uruw2ck5yunq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS, 22.1774,  0.3066,  0.3066,       10,      112
ocid1.bootvolume.oc1.eu-frankfurt-1.abtheljrvkmm5y6wteqq6nmtbf4wqucwybnpg3ujuupvw3xyurknls3tuzva,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS, 22.1774,  0.3066,  0.3066,       10,      112
ocid1.bootvolume.oc1.eu-frankfurt-1.abtheljrf6e6akfkskl5uhfbwjkozmzc5ivqylhmnvik7wzf25kywcgj2xgq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS, 22.1774,  0.3066,  0.3066,       10,      112
ocid1.bootvolume.oc1.eu-frankfurt-1.abtheljr7w6vwl7bfb347bb34viehgcrtegvrkclyc5rei2q2fzve7oxoc2q,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS, 22.1774,  0.3066,  0.3066,       10,      112
ocid1.bootvolume.oc1.eu-frankfurt-1.abtheljrffah63hssepca7fb6pbni6u3dqwkrgkegrjupd6ab3vz7l475dia,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS, 22.1774,  0.3066,  0.3066,       10,      112
ocid1.bootvolume.oc1.eu-frankfurt-1.abtheljso7epfznnfleirrhzhdn44xkrdxks32od7p3dgoec5aac5upzp5wq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS, 22.1774,  0.3066,  0.3066,       10,      112
ocid1.bootvolume.oc1.eu-frankfurt-1.abtheljrp42zensenrv4xhxwcvo2usa5ommrpee3xv5azf4bvfo4kpgbkmvq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS, 22.1774,  0.3066,  0.3066,       10,      112
ocid1.datasciencenotebooksession.oc1.eu-frankfurt-1.amaaaaaattkvkkiatcledqcnkcidwbb56hdqwaprbfgztf735mluoj7ynsqa,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS, 22.1774,  0.3066,  0.3066,       10,      112
ocid1.volume.oc1.eu-frankfurt-1.abtheljr6eqpzjnjjkwkganqal3qi4xx5xq5qoe6dva7lzmz3rzh46gvyyfa,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS, 22.1774,  0.3066,  0.3066,       10,      112
ocid1.bootvolume.oc1.eu-frankfurt-1.abtheljr24vomp445jicu6hvdbhkyxrvhbd7lscgq7fwx7nqzmotybmtjvba,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS, 22.1774,  0.3066,  0.3066,       10,      112
ocid1.volume.oc1.eu-frankfurt-1.abtheljsv4bvj3oiqnjzow4fefwgx4anxr6lz6m7v5uh2bbbkexbvekz73sq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS, 22.1774,  0.3066,  0.3066,       10,      112
ocid1.bootvolume.oc1.eu-frankfurt-1.abtheljrlcmr3hdk4m4utuiystkdjt3yxiuul2jpuqgpzjxtsw23trvksjpa,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS, 22.1774,  0.3066,  0.3066,       10,      112
ocid1.volume.oc1.eu-frankfurt-1.abtheljscm5pfkfkyxrh2copazpksenkkkyzbjv66rja4o65l6anhtku5ffq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS, 22.1774,  0.3066,  0.3066,       10,      112
ocid1.volume.oc1.eu-frankfurt-1.abtheljrnydqzua4fnskv55ee3xoe7elsmfgo76v4bauxjigsqztwdbu2aga,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS, 22.1774,  0.3066,  0.3066,       10,      112
ocid1.datasciencenotebooksession.oc1.eu-frankfurt-1.amaaaaaattkvkkiaofndcvntetcjc2mcuwy6ah73nyrdr4kkutdu6ergpuga,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS, 22.1774,  0.3066,  0.3066,       10,      112
ocid1.bootvolume.oc1.eu-frankfurt-1.abtheljrxqswl5aze4vj2r5zo6sj4w72izc2l2c3zzkuh3illsgzbznpazsa,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS, 22.1774,  0.3066,  0.3066,       10,      112
ocid1.volume.oc1.eu-milan-1.abwgsljro473nbfkf5q5c2hdwa3f7wyq4lzxch5eex2nxyirw4725qrychuq,eu-milan-1,09/17/2025,09/17/2025,1,ILS, 22.1774,  0.3066,  0.3066,       10,      112
ocid1.volume.oc1.eu-milan-1.abwgsljrrbjmqxrguqlrrlrdwgc72vetmcrdmqnls7w7a3q7pt73o3ssz3zq,eu-milan-1,09/17/2025,09/17/2025,1,ILS, 22.1774,  0.3066,  0.3066,       10,      112
ocid1.mysqlinstance.oc1.me-dubai-1.abshqljrkkdbudpafdkeee5lsmejsi2mjxfstrdco566hbl7t7jgvf3zepda,me-dubai-1,09/17/2025,09/17/2025,1,ILS,  2.1505,  0.3078,  0.3078,       10,      112
ocid1.mysqlinstance.oc1.me-dubai-1.abshqljrzn4imjsimuffmid4kt4cw55bqh2bupfs7kvr4ccvrpwsbqkfvfqa,me-dubai-1,09/17/2025,09/17/2025,1,ILS,  2.1505,  0.3078,  0.3078,       10,      112
ocid1.mysqlinstance.oc1.me-dubai-1.abshqljr3i4xytmmgtolkbccx27ktx6hrcyxcwzxtep7lqa7sc7w5l3poaha,me-dubai-1,09/17/2025,09/17/2025,1,ILS,  2.1505,  0.3078,  0.3078,       10,      112
ocid1.mysqlinstance.oc1.me-abudhabi-1.abqxkljrd5sf7g2dycga3wjvorh3nn2fy3qzygcutdx3ejstf3dtq5d2swaa,me-abudhabi-1,09/17/2025,09/17/2025,1,ILS,  2.1505,  0.3078,  0.3078,       10,      112
ocid1.mysqlinstance.oc1.me-dubai-1.abshqljrdcj62eoyylcvbdie2wk34uivkuel2pa6kv4tzj2ik42pxxlsrtsq,me-dubai-1,09/17/2025,09/17/2025,1,ILS,  2.1505,  0.3078,  0.3078,       10,      112
ocid1.drprotectiongroup.oc1.eu-amsterdam-1.amaaaaaattkvkkiaq3bffx4qu5pigerkie4njrq6a3uqunh3nikhdnrmqnsq,eu-amsterdam-1,09/17/2025,09/17/2025,1,ILS, 30.0000,  0.3435,  0.3435,       11,      125
ocid1.drprotectiongroup.oc1.eu-frankfurt-1.amaaaaaattkvkkiaqd7o7ow6aodq64kq2dxocvu6s4rrfatzw2sv277poj7a,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS, 30.0000,  0.3435,  0.3435,       11,      125
ocid1.webappfirewall.oc1.eu-frankfurt-1.amaaaaaattkvkkiawjcun7sbynxb7vwcy6vwj62t4wsg7gxpsd6l3kcwmnuq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0431,  0.3607,  0.3607,       11,      132
ocid1.webappfirewall.oc1.eu-frankfurt-1.amaaaaaattkvkkiavhsxwyxt7lrnrwuvp3vsgdclkui7liouhyjgxnuxasoa,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0202,  0.3607,  0.3607,       11,      132
ocid1.webappfirewall.oc1.eu-frankfurt-1.amaaaaaattkvkkiaiirxlrexvz5evkslxjh5ubpa4apxoqkzdhf3h5xxnt2q,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  0.0305,  0.3607,  0.3607,       11,      132
ocid1.instance.oc1.eu-frankfurt-1.antheljrbie5q2qc6secfozgc3caktpcbdznwnh7c6c2zwjqx2vpmpihaa7a:ocid1.workloadprotectionagent.oc1.eu-frankfurt-1.antheljsbie5q2qaf5uzy2bjftefi7czjplmkv7kca7fzwomy4wvx433nvbq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS, 15.0000,  0.3704,  0.3704,       11,      135
ocid1.instance.oc1.eu-frankfurt-1.antheljrbie5q2qc46hwt6diyne3lqijxpikucdtyuuhandxllpazogxtfnq:ocid1.workloadprotectionagent.oc1.eu-frankfurt-1.antheljsbie5q2qaxi3akkpgeed555l5qr7zddmqngfocdyxkoezjasu76sq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS, 15.0000,  0.3704,  0.3704,       11,      135
ocid1.instance.oc1.eu-frankfurt-1.antheljrttkvkkicph7dffh7jqwuy743emxix4fixysq7lm7joto7nynuzxq:ocid1.workloadprotectionagent.oc1.eu-frankfurt-1.antheljsttkvkkiapaky2i7zfy6dgatiut3f4x3ybhkkhsbfuhiqfol44fya,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS, 15.0000,  0.3704,  0.3704,       11,      135
ocid1.instance.oc1.eu-frankfurt-1.antheljrttkvkkic3pwouebbumqc6il67ema7mwhguoxahjln2qdmdizyorq:ocid1.workloadprotectionagent.oc1.eu-frankfurt-1.antheljrttkvkkiae3kvvuphvqzwszmpvc4q6hqpkh6ep4nwuzhzi6pmyt5a,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS, 15.0000,  0.3704,  0.3704,       11,      135
ocid1.instance.oc1.eu-frankfurt-1.antheljrbie5q2qcyjnpwizkby7yut6ymfjzy5mohqnopmbhlyntnvlvlkda:ocid1.workloadprotectionagent.oc1.eu-frankfurt-1.antheljrbie5q2qalpx255curgr5srgpbdzygcymxiidgyncoc4u6itideya,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS, 15.0000,  0.3704,  0.3704,       11,      135
ocid1.instance.oc1.eu-frankfurt-1.antheljrttkvkkic63knwilm57qb4a6ktjqogqswnjdmg367pwzcnhhe6tra:ocid1.workloadprotectionagent.oc1.eu-frankfurt-1.antheljsttkvkkia5rugam42xx66mx5iytagjncpn36dktbkmt4jm3k2pkfa,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS, 15.0000,  0.3704,  0.3704,       11,      135
ocid1.instance.oc1.eu-frankfurt-1.antheljrttkvkkicjmb332rganxkvfejhieb4phjo5f54bax74xfbri5gh3q:ocid1.workloadprotectionagent.oc1.eu-frankfurt-1.antheljrttkvkkiaq4oid5sltv5hqd6ogio3v2fuhxz2eau4tqqqffkl4kna,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS, 15.0000,  0.3704,  0.3704,       11,      135
ocid1.instance.oc1.eu-frankfurt-1.antheljrttkvkkiczzxtstcelmldxqaa2lcfjssdruit7zwaeipw7tgjf3wq:ocid1.workloadprotectionagent.oc1.eu-frankfurt-1.antheljtttkvkkias4f2jxqcqpiol3xfddo5ho5ba4gdwqytjyf5elxt22ya,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS, 15.0000,  0.3704,  0.3704,       11,      135
ocid1.instance.oc1.eu-frankfurt-1.antheljrttkvkkic4erzu7ciy56d2wm44ugfurakeznx245uphoth6ghdcmq:ocid1.workloadprotectionagent.oc1.eu-frankfurt-1.antheljrttkvkkianjk3r2wx6bixvde3b2xxt4luxaafil2lgea2iqemupvq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS, 15.0000,  0.3704,  0.3704,       11,      135
ocid1.instance.oc1.eu-frankfurt-1.antheljrttkvkkicieqpvutjpek46ocit2kqujbuxiqxwt6dqzixkheaufuq:ocid1.workloadprotectionagent.oc1.eu-frankfurt-1.antheljtttkvkkiag7de2gtsklfar2jmnolrblfe7l6pehmtqfuvyjpu7x3a,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS, 15.0000,  0.3704,  0.3704,       11,      135
ocid1.instance.oc1.eu-frankfurt-1.antheljrbie5q2qcwxgaglw6ju4sqr4oio5f3ncq7ohd6gdxdt6k4j5cekcq:ocid1.workloadprotectionagent.oc1.eu-frankfurt-1.antheljsbie5q2qaszypgz5uv4iyi6gsjcjnmu2dd6wft7qkzlyn3bnammaa,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS, 15.0000,  0.3704,  0.3704,       11,      135
ocid1.instance.oc1.eu-frankfurt-1.antheljrbie5q2qcsexh4bzms2ksp2toosfvbyzhctzfb5d2qdpjlopuhgya:ocid1.workloadprotectionagent.oc1.eu-frankfurt-1.antheljrbie5q2qalq24tdcghj3mh3zwqdfhsvhhljh5ixcprd3phq5nentq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS, 15.0000,  0.3704,  0.3704,       11,      135
ocid1.instance.oc1.eu-frankfurt-1.antheljrbie5q2qc3oan6rzsrygs5qmepwljt3qism4si2uyqxv4sqbjr6pa:ocid1.workloadprotectionagent.oc1.eu-frankfurt-1.antheljtbie5q2qakxcgrzrhrpjktn3y4jjcthaqj6gjnag6mdhxdr7c5gba,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS, 15.0000,  0.3704,  0.3704,       11,      135
ocid1.instance.oc1.eu-frankfurt-1.antheljsqwelykqclyofyquh3rnzogbrzqwdwlfipymk22w6o6e5yljg3rva:ocid1.workloadprotectionagent.oc1.eu-frankfurt-1.antheljsqwelykqakzfggsdro2ohn7j2cx3gbwpevdp7ugc4sn6im4lzcjvq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS, 15.0000,  0.3704,  0.3704,       11,      135
ocid1.instance.oc1.eu-frankfurt-1.antheljrbie5q2qcduucnzfcteflysi7ifivacbgm5izpgomo7nvxjsbeirq:ocid1.workloadprotectionagent.oc1.eu-frankfurt-1.antheljsbie5q2qaszykvq3bzialn4yqwa3z5624lwo6nvidset5ow3d22wq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS, 15.0000,  0.3704,  0.3704,       11,      135
ocid1.instance.oc1.eu-frankfurt-1.antheljrttkvkkiccdokudlm3fmz3e4uwzsqqixv7qxgozlikyvuco66qz2a:ocid1.workloadprotectionagent.oc1.eu-frankfurt-1.antheljtttkvkkiaz6uvlkmjadsnua5zvjhv6f4ot7rf3ofh7rwmeo352jla,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS, 15.0000,  0.3704,  0.3704,       11,      135
ocid1.instance.oc1.eu-frankfurt-1.antheljrbie5q2qcdqpmyclout7ukfvv2mopjc6hakld5tmhprleld4cdtiq:ocid1.workloadprotectionagent.oc1.eu-frankfurt-1.antheljtbie5q2qabb67hyx3ukspzcxay33c77a5m5b2uk46vf4zbcvxj76a,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS, 15.0000,  0.3704,  0.3704,       11,      135
ocid1.instance.oc1.eu-frankfurt-1.antheljrbie5q2qciiogw74ptwgbfpfq2a6avt7siaewgqg2lhq335ysooyq:ocid1.workloadprotectionagent.oc1.eu-frankfurt-1.antheljrbie5q2qac5lcdbyl4t4a2lqwlgsnc7zog7hg4tdroappap6nu7nq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS, 15.0000,  0.3704,  0.3704,       11,      135
ocid1.instance.oc1.eu-frankfurt-1.antheljrbie5q2qcykhnxdrkzaf45btmiwv54xyyn533bovg5peudjydovea:ocid1.workloadprotectionagent.oc1.eu-frankfurt-1.antheljtbie5q2qaot3u2oy2gxwpdjvk2553bvkztwya5nr3isonpcznimzq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS, 15.0000,  0.3704,  0.3704,       11,      135
ocid1.instance.oc1.eu-frankfurt-1.antheljrttkvkkicdoqznpg4np7nz55fup2fysxqvxtrxez67kh3wxpno5eq:ocid1.workloadprotectionagent.oc1.eu-frankfurt-1.antheljsttkvkkiaogxxinstuzffduek556ypbqu5rlgripmwhqbjwrwjyrq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS, 15.0000,  0.3704,  0.3704,       11,      135
ocid1.genaiagentknowledgebase.oc1.eu-frankfurt-1.amaaaaaattkvkkia4uqgcy4d27onxe4dxadgm7no2jrncpb54u3huevgjd6q,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS, 15.0000,  0.4509,  0.4509,       14,      165
ocid1.genaiagentknowledgebase.oc1.uk-london-1.amaaaaaattkvkkiahieqbe5sj2nopv6v7dyvsqcbmu6vc5zkcgzdljv2rxva,uk-london-1,09/17/2025,09/17/2025,1,ILS, 15.0000,  0.4509,  0.4509,       14,      165
ocid1.genaiagentknowledgebase.oc1.eu-frankfurt-1.amaaaaaattkvkkiaysadgplma6fax24wr7eevqzuuuzcqgayd3edtmnvrdaq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS, 15.0000,  0.4509,  0.4509,       14,      165
ocid1.genaiagentknowledgebase.oc1.uk-london-1.amaaaaaattkvkkia7oo6hkft2jp4erwmicxdrupx5u67c4iic4kzdxvi4ruq,uk-london-1,09/17/2025,09/17/2025,1,ILS, 15.0000,  0.4509,  0.4509,       14,      165
ocid1.genaiagentknowledgebase.oc1.eu-frankfurt-1.amaaaaaattkvkkiatmb4omiwfwlvhzbguse3dlgqxyhdojaijqlitahhkb6a,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS, 15.0000,  0.4509,  0.4509,       14,      165
ocid1.genaiagentknowledgebase.oc1.uk-london-1.amaaaaaattkvkkiarquzwmn7hsgjzsto2bcxtxkwh52otgjnhof7yw7pxw6a,uk-london-1,09/17/2025,09/17/2025,1,ILS, 15.0000,  0.4509,  0.4509,       14,      165
ocid1.bootvolume.oc1.eu-frankfurt-1.abtheljrc4eh5bz3y2465mf6fv6blfeu5jwxxdqo2bfrpch267lzsd6n23oa,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS, 33.2661,  0.4599,  0.4599,       14,      168
ocid1.stream.oc1.eu-frankfurt-1.amaaaaaattkvkkiaxow6j5laeyj62l45aaxfchn74llqebq3cuwxpqeh42ya,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,106.9897,  0.4857,  0.4857,       15,      177
ocid1.autonomousdatabase.oc1.eu-frankfurt-1.antheljrttkvkkialwa3xhvmtfdrzjmj7rgukj7vobpbu6if2mslborznoxa,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS,  2.8961,  0.5216,  0.5216,       16,      190
ocid1.instance.oc1.eu-frankfurt-1.antheljrttkvkkicgcb7lcakdyzw2ytk5ndjnvkvbt26glkhyvjduj7lqokq,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS, 37.4614,  0.5236,  0.5236,       16,      191
ocid1.bootvolume.oc1.eu-frankfurt-1.abtheljsn2qmmfwssm4itygz7un2jktzjiqu4jnbgmy4oi2dm2jywhw5ltxa,eu-frankfurt-1,09/17/2025,09/17/2025,1,ILS, 63.2669,  0.5587,  0.5587,       17,      204
